10 Digit BBL,Boro,Block,Lot,Esmnt,Building Class ,Tax Class ,Building Count ,DOF Gross Square Footage,Street Number ,Street Name ,Zip Code ,"Multiple Buildings less than 50,000 with one of the buildings on the tax lot greater than 25,000 GSF"
1001170001,1,117,1,,D4,2,3," 	515,425 ",185,PARK ROW,10038,
1001190001,1,119,1,,O6,4,1," 	1,000,518 ",1,POLICE PLAZA,10038,
1001210001,1,121,1,,O4,4,1," 	1,056,600 ",1,CENTRE STREET,10007,
1001220001,1,122,1,,O2,4,2," 	144,016 ",52,CHAMBERS STREET,10007,
1001237501,1,123,7501,,R0,2,1," 	1,008,544 ",233,BROADWAY,10279,
1001237502,1,123,7502,,R0,2,2," 	715,320 ",99,CHURCH STREET,10007,
1001240004,1,124,4,,O6,4,1," 	205,000 ",11,PARK PLACE,10007,
1001240008,1,124,8,,D6,2,1," 	46,000 ",19,PARK PLACE,10007,
1001240011,1,124,11,,O5,4,1," 	26,705 ",25,PARK PLACE,10007,
1001240012,1,124,12,,O5,4,1," 	34,456 ",111,CHURCH STREET,10007,
1001247502,1,124,7502,,R0,2,1," 	596,389 ",250,BROADWAY,10007,
1001250020,1,125,20,,O4,4,1," 	932,587 ",50,PARK PLACE,10007,
1001260008,1,126,8,,D8,2,1," 	163,340 ",43,PARK PLACE,10007,
1001260013,1,126,13,,D5,2,1," 	138,600 ",53,PARK PLACE,10007,
1001260027,1,126,27,,D5,2,1," 	620,552 ",120,CHURCH STREET,10007,
1001270001,1,127,1,,W5,4,1," 	331,000 ",30,WEST BROADWAY,10007,
1001270018,1,127,18,,O6,4,1," 	550,000 ",255,GREENWICH STREET,10007,
1001280002,1,128,2,,O4,4,1," 	1,133,549 ",101,BARCLAY STREET,10007,
1001280026,1,128,26,,O6,4,1," 	258,000 ",125,BARCLAY STREET,10007,
1001327501,1,132,7501,,R0,2,2," 	274,175 ",275,GREENWICH STREET,10007,
1001327503,1,132,7503,,R0,2,1," 	60,415 ",71,MURRAY STREET,10007,
1001330015,1,133,15,,D7,2,6," 	66,668 ",65,WEST BROADWAY,10007,
1001337504,1,133,7504,,R0,2,1," 	26,620 ",37,MURRAY STREET,10007,
1001337510,1,133,7510,,R0,2,1," 	35,377 ",55,WARREN STREET,10007,
1001337511,1,133,7511,,R0,2,1," 	49,858 ",37,WARREN STREET,10007,
1001340011,1,134,11,,D6,2,1," 	30,999 ",33,WARREN STREET,10007,
1001340025,1,134,25,,D4,2,1," 	88,320 ",258,BROADWAY,10007,
1001347501,1,134,7501,,R0,2,1," 	270,269 ",253,BROADWAY,10007,
1001347503,1,134,7503,,R0,2,1," 	112,994 ",9,MURRAY STREET,10007,
1001347504,1,134,7504,,R0,2,1," 	30,586 ",19,WARREN STREET,10007,
1001347505,1,134,7505,,R0,2,1," 	144,330 ",25,MURRAY STREET,10007,
1001350031,1,135,31,,O5,4,1," 	29,000 ",265,BROADWAY,10007,
1001357501,1,135,7501,,R0,2,1," 	122,000 ",261,BROADWAY,10007,
1001357503,1,135,7503,,R0,2,1," 	37,765 ",8,WARREN STREET,10007,
1001357504,1,135,7504,,R0,2,1," 	313,716 ",270,BROADWAY,10007,
1001357508,1,135,7508,,R0,2,1," 	25,367 ",16,WARREN STREET,10007,
1001357509,1,135,7509,,R0,2,1," 	50,964 ",12,WARREN STREET,10007,
1001357510,1,135,7510,,R0,2,1," 	71,253 ",30,WARREN STREET,10007,
1001367502,1,136,7502,,R0,2,1," 	65,635 ",38,WARREN STREET,10007,
1001367503,1,136,7503,,R0,2,1," 	32,483 ",60,WARREN STREET,10007,
1001367505,1,136,7505,,R0,2,1," 	71,407 ",85,WEST BROADWAY,10007,
1001370005,1,137,5,,D4,2,1," 	70,000 ",80,WARREN STREET,10007,
1001370035,1,137,35,,D4,2,1," 	48,079 ",90,WEST BROADWAY,10007,
1001377503,1,137,7503,,R0,2,1," 	30,062 ",92,WARREN STREET,10007,
1001400001,1,140,1,,D4,2,1," 	25,473 ",139,CHAMBERS STREET,10007,
1001400005,1,140,5,,D6,2,1," 	144,568 ",121,READE STREET,10013,
1001407501,1,140,7501,,R0,2,3," 	107,190 ",165,CHAMBERS STREET,10007,
1001407502,1,140,7502,,R0,2,1," 	82,151 ",311,GREENWICH STREET,10013,
1001407503,1,140,7503,,R0,2,1," 	36,608 ",137,READE STREET,10013,
1001407505,1,140,7505,,R0,2,1," 	92,418 ",157,CHAMBERS STREET,10007,
1001417504,1,141,7504,,R0,2,1," 	109,200 ",166,DUANE STREET,10013,
1001420001,1,142,1,,W1,4,1," 	66,820 ",292,GREENWICH STREET,10007,
1001420025,1,142,25,,D6,2,10," 	1,970,736 ",310,GREENWICH STREET,10013,
1001427501,1,142,7501,,R0,2,1," 	928,915 ",270,GREENWICH STREET,10007,
1001427502,1,142,7502,,R0,2,1," 	403,019 ",200,CHAMBERS STREET,10007,
1001427503,1,142,7503,,R0,2,1," 	479,813 ",111,MURRAY STREET,10007,
1001430001,1,143,1,,D4,2,1," 	77,630 ",47,HUDSON STREET,10013,
1001430004,1,143,4,,D4,2,1," 	103,750 ",55,HUDSON STREET,10013,
1001430021,1,143,21,,D4,2,1," 	55,800 ",335,GREENWICH STREET,10013,
1001437503,1,143,7503,,R0,2,1," 	25,415 ",16,JAY STREET,10013,
1001440001,1,144,1,,D4,2,3," 	78,306 ",16,HUDSON STREET,10013,
1001440040,1,144,40,,O4,4,1," 	802,000 ",56,HUDSON STREET,10013,
1001447502,1,144,7502,,R0,2,1," 	34,526 ",36,HUDSON STREET,10013,
1001450012,1,145,12,,H2,4,1," 	53,039 ",125,CHAMBERS STREET,10007,
1001457501,1,145,7501,,R0,2,1," 	76,545 ",105,CHAMBERS STREET,10007,
1001457504,1,145,7504,,R0,2,1," 	36,546 ",97,READE STREET,10013,
1001460017,1,146,17,,S3,2A,1," 	26,500 ",144,DUANE STREET,10013,
1001460018,1,146,18,,D0,2C,1," 	29,000 ",142,DUANE STREET,10013,
1001467501,1,146,7501,,R0,2,1," 	44,152 ",100,READE STREET,10013,
1001467502,1,146,7502,,R0,2,1," 	26,644 ",150,DUANE STREET,10013,
1001477508,1,147,7508,,R0,2,1," 	47,441 ",52,THOMAS STREET,10013,
1001477509,1,147,7509,,R0,2,1," 	74,927 ",137,DUANE STREET,10013,
1001480010,1,148,10,,O6,4,1," 	100,750 ",71,THOMAS STREET,10013,
1001480015,1,148,15,,O6,4,1," 	702,815 ",40,WORTH STREET,10013,
1001490012,1,149,12,,D7,2,1," 	43,338 ",97,CHAMBERS STREET,10007,
1001490033,1,149,33,,O6,4,1," 	93,615 ",277,BROADWAY,10007,
1001497501,1,149,7501,,R0,2,1," 	87,136 ",91,CHAMBERS STREET,10007,
1001497502,1,149,7502,,R0,2,1," 	146,093 ",57,READE STREET,10007,
1001497503,1,149,7503,,R0,2,1," 	47,915 ",87,CHAMBERS STREET,10007,
1001500015,1,150,15,,D5,2,1," 	29,165 ",122,DUANE STREET,10007,
1001500017,1,150,17,,C7,2B,1," 	27,853 ",118,DUANE STREET,10007,
1001500031,1,150,31,,O6,4,1," 	253,033 ",299,BROADWAY,10007,
1001500038,1,150,38,,O6,4,1," 	128,940 ",291,BROADWAY,10007,
1001507501,1,150,7501,,R0,2,1," 	56,968 ",70,READE STREET,10007,
1001507504,1,150,7504,,R0,2,1," 	34,012 ",108,DUANE STREET,10007,
1001510001,1,151,1,,D6,2,1," 	434,418 ",105,DUANE STREET,10007,
1001510032,1,151,32,,O6,4,1," 	132,600 ",305,BROADWAY,10007,
1001520025,1,152,25,,O5,4,1," 	50,000 ",325,BROADWAY,10007,
1001527501,1,152,7501,,R0,2,1," 	31,720 ",321,BROADWAY,10007,
1001530001,1,153,1,,O6,4,1," 	239,671 ",280,BROADWAY,10007,
1001530024,1,153,24,,O3,4,1," 	229,824 ",23,CHAMBERS STREET,10007,
1001537501,1,153,7501,,R0,2,1," 	237,307 ",4951,CHAMBERS STREET,10007,
1001540023,1,154,23,,O3,4,1," 	71,732 ",14,READE STREET,10007,
1001550001,1,155,1,,O4,4,1," 	354,169 ",2,LAFAYETTE STREET,10007,
1001550003,1,155,3,,O6,4,1," 	103,158 ",52,DUANE STREET,10007,
1001580001,1,158,1,,M1,4,1," 	70,590 ",27,DUANE STREET,10007,
1001600021,1,160,21,,Z1,4,1," 	551,025 ",474,PEARL STREET,10007,
1001610001,1,161,1,,D4,2,3," 	306,862 ",196,PARK ROW,10007,
1001620001,1,162,1,,O6,4,1," 	51,837 ",1,CHATHAM SQUARE,10038,
1001627501,1,162,7501,,R0,2,1," 	47,122 ",7,CHATHAM SQUARE,10038,
1001630006,1,163,6,,K4,4,1," 	26,719 ",20,PELL STREET,10013,
1001640009,1,164,9,,H3,4,3," 	47,418 ",46,MULBERRY STREET,10013,Y 
1001640017,1,164,17,,G1,4,1," 	34,800 ",62,MULBERRY STREET,10013,
1001640026,1,164,26,,C7,2,1," 	25,480 ",47,MOTT STREET,10013,
1001670001,1,167,1,,Z1,4,1," 	1,106,962 ",145-125,WHITE STREET,10013,
1001680032,1,168,32,,O3,4,1," 	353,000 ",75,CENTRE STREET,10013,
1001690010,1,169,10,,Z3,4,1," 	640,000 ",111,CENTRE STREET,10013,
1001700001,1,170,1,,D6,2,1," 	139,697 ",336,BROADWAY,10013,
1001700020,1,170,20,,D6,2,1," 	419,639 ",111,WORTH STREET,10013,
1001707501,1,170,7501,,R0,2,1," 	414,363 ",50,LAFAYETTE STREET,10013,
1001710005,1,171,5,,C7,2,1," 	48,180 ",358,BROADWAY,10013,
1001710031,1,171,31,,Z1,4,1," 	400,975 ",109,LEONARD STREET,10013,
1001717501,1,171,7501,,R0,2,1," 	41,955 ",356,BROADWAY,10013,
1001717502,1,171,7502,,R0,2,1," 	45,787 ",354,BROADWAY,10013,
1001717503,1,171,7503,,R0,2,1," 	141,014 ",350,BROADWAY,10013,
1001720001,1,172,1,,D0,2,1," 	93,378 ",364,BROADWAY,10013,
1001720020,1,172,20,,H8,4,1," 	317,464 ",76,LAFAYETTE STREET,10013,
1001720030,1,172,30,,D5,2,1," 	29,575 ",54,FRANKLIN STREET,10013,
1001727501,1,172,7501,,R0,2,1," 	137,500 ",374,BROADWAY,10013,
1001727502,1,172,7502,,R0,2,1," 	28,500 ",81,WHITE STREET,10013,
1001727504,1,172,7504,,R0,2,1," 	94,147 ",50,FRANKLIN STREET,10013,
1001727505,1,172,7505,,R0,2,1," 	26,186 ",372,BROADWAY,10013,
1001730027,1,173,27,,D6,2,1," 	396,000 ",343,BROADWAY,10013,
1001737501,1,173,7501,,R0,2,1," 	152,495 ",66,LEONARD STREET,10013,
1001737502,1,173,7502,,R0,2,1," 	99,735 ",65,WORTH STREET,10013,
1001737503,1,173,7503,,R0,2,3," 	90,339 ",79,WORTH STREET,10013,
1001737504,1,173,7504,,R0,2,1," 	166,215 ",335,BROADWAY,10013,
1001740005,1,174,5,,S9,2B,1," 	34,932 ",79,LEONARD STREET,10013,
1001740023,1,174,23,,D7,2,1," 	25,738 ",81,FRANKLIN STREET,10013,
1001740037,1,174,37,,O6,4,1," 	42,000 ",349,BROADWAY,10013,
1001747502,1,174,7502,,R0,2,1," 	25,724 ",95,FRANKLIN STREET,10013,
1001747504,1,174,7504,,R0,2,1," 	42,640 ",87,LEONARD STREET,10013,
1001747505,1,174,7505,,R0,2,1," 	80,572 ",67,FRANKLIN STREET,10013,
1001747506,1,174,7506,,R0,2,1," 	209,024 ",91,LEONARD STREET,10013,
1001750020,1,175,20,,D5,2,1," 	33,500 ",43,WHITE STREET,10013,
1001750029,1,175,29,,O5,4,1," 	45,006 ",373,BROADWAY,10013,
1001750033,1,175,33,,D7,2,1," 	63,600 ",365,BROADWAY,10013,
1001757501,1,175,7501,,R0,2,1," 	100,650 ",377,BROADWAY,10013,
1001757503,1,175,7503,,R0,2,1," 	37,196 ",55,WHITE STREET,10013,
1001757504,1,175,7504,,R0,2,1," 	107,222 ",90,FRANKLIN STREET,10013,
1001757505,1,175,7505,,R0,2,1," 	34,491 ",88,FRANKLIN STREET,10013,
1001757506,1,175,7506,,R0,2,1," 	131,817 ",371,BROADWAY,10013,
1001757507,1,175,7507,,R0,2,1," 	33,515 ",51,WHITE STREET,10013,
1001760001,1,176,1,,W6,4,1," 	60,610 ",57,WORTH STREET,10013,
1001760018,1,176,18,,W8,4,1," 	235,000 ",40,LEONARD STREET,10013,
1001767501,1,176,7501,,R0,2,1," 	487,508 ",56,LEONARD STREET,10013,
1001770002,1,177,2,,O3,4,1," 	202,000 ",59,LEONARD STREET,10013,
1001770024,1,177,24,,W6,4,1," 	33,464 ",111,FRANKLIN STREET,10013,
1001770027,1,177,27,,S4,2A,1," 	25,947 ",105,FRANKLIN STREET,10013,
1001777501,1,177,7501,,R0,2,1," 	33,094 ",51,LEONARD STREET,10013,
1001780016,1,178,16,,D6,2B,1," 	26,981 ",217,WEST BROADWAY,10013,
1001780022,1,178,22,,D7,2,1," 	32,803 ",3,WHITE STREET,10013,
1001780025,1,178,25,,D4,2,1," 	49,000 ",13,WHITE STREET,10013,
1001787502,1,178,7502,,R0,2,1," 	29,982 ",211,WEST BROADWAY,10013,
1001790017,1,179,17,,D0,2,1," 	51,748 ",84,HUDSON STREET,10013,
1001790021,1,179,21,,D0,2,1," 	29,610 ",10,LEONARD STREET,10013,
1001790032,1,179,32,,D6,2,1," 	52,930 ",176,WEST BROADWAY,10013,
1001790043,1,179,43,,K4,4,1," 	29,400 ",29-31,LEONARD STREET,10013,
1001790056,1,179,56,,D4,2,1," 	73,954 ",100,HUDSON STREET,10013,
1001790063,1,179,63,,K4,4,1," 	33,800 ",143,FRANKLIN STREET,10013,
1001790066,1,179,66,,E1,4,1," 	56,384 ",139,FRANKLIN STREET,10013,
1001797503,1,179,7503,,R0,2,1," 	42,498 ",155,FRANKLIN STREET,10013,
1001797506,1,179,7506,,R0,2,1," 	81,650 ",14,LEONARD STREET,10013,
1001797507,1,179,7507,,R0,2,1," 	30,285 ",15,LEONARD STREET,10013,
1001797508,1,179,7508,,R0,2,1," 	48,957 ",24,LEONARD ST,10013,
1001807502,1,180,7502,,R0,2,1," 	25,500 ",67,HUDSON STREET,10013,
1001807507,1,180,7507,,R0,2,1," 	29,031 ",345,GREENWICH STREET,10013,
1001807508,1,180,7508,,R0,2,1," 	42,860 ",339,GREENWICH STREET,10013,
1001807512,1,180,7512,,R0,2,1," 	41,382 ",7,HARRISON STREET,10013,
1001810016,1,181,16,,O5,4,1," 	26,000 ",181,FRANKLIN STREET,10013,
1001817503,1,181,7503,,R0,2,1," 	53,685 ",6,HARRISON STREET,10013,
1001817504,1,181,7504,,R0,2,1," 	142,848 ",93,HUDSON STREET,10013,
1001870016,1,187,16,,H1,4,1," 	75,533 ",377,GREENWICH STREET,10013,
1001870021,1,187,21,,G1,4,1," 	41,067 ",56,NORTH MOORE STREET,10013,
1001870025,1,187,25,,D7,2B,1," 	35,600 ",117,HUDSON STREET,10013,
1001870030,1,187,30,,D0,2,1," 	89,724 ",105,HUDSON STREET,10013,
1001877501,1,187,7501,,R0,2,1," 	63,450 ",375,GREENWICH STREET,10013,
1001877503,1,187,7503,,R0,2,1," 	32,223 ",111,HUDSON STREET,10013,
1001887502,1,188,7502,,R0,2,1," 	94,723 ",387,GREENWICH STREET,10013,
1001887503,1,188,7503,,R0,2,1," 	96,504 ",53,NORTH MOORE STREET,10013,
1001887504,1,188,7504,,R0,2,1," 	29,500 ",61,NORTH MOORE STREET,10013,
1001887505,1,188,7505,,R0,2,1," 	94,532 ",48,BEACH STREET,10013,
1001890025,1,189,25,,D0,2,1," 	28,500 ",34,NORTH MOORE STREET,10013,
1001890030,1,189,30,,D4,2,1," 	60,600 ",20,NORTH MOORE STREET,10013,
1001897501,1,189,7501,,R0,2,1," 	63,996 ",220,WEST BROADWAY,10013,
1001897502,1,189,7502,,R0,2,1," 	46,870 ",104,HUDSON STREET,10013,
1001897506,1,189,7506,,R0,2,1," 	28,525 ",152,FRANKLIN STREET,10013,
1001897507,1,189,7507,,R0,2,1," 	70,023 ",132,FRANKLIN STREET,10013,
1001897508,1,189,7508,,R0,2,1," 	25,015 ",38,NORTH MOORE STREET,10013,
1001900041,1,190,41,,K4,4,1," 	35,057 ",248,WEST BROADWAY,10013,
1001907501,1,190,7501,,R0,2,1," 	28,431 ",39,NORTH MOORE STREET,10013,
1001907503,1,190,7503,,R0,2,1," 	108,300 ",31,NORTH MOORE STREET,10013,
1001907504,1,190,7504,,R0,2,1," 	174,625 ",27,NORTH MOORE STREET,10013,
1001907505,1,190,7505,,R0,2,1," 	130,094 ",25,NORTH MOORE STREET,10013,
1001907506,1,190,7506,,R0,2,1," 	81,306 ",124,HUDSON STREET,10013,
1001907508,1,190,7508,,R0,2,1," 	28,440 ",240,WEST BROADWAY,10013,
1001907509,1,190,7509,,R0,2,1," 	71,413 ",24,VARICK STREET,10013,
1001910001,1,191,1,,HB,4,1," 	133,895 ",2,AVENUE OF THE AMER,10013,
1001920001,1,192,1,,O4,4,1," 	1,092,665 ",16,WALKER STREET,10013,
1001937501,1,193,7501,,R0,2,1," 	130,088 ",395,BROADWAY,10013,
1001937508,1,193,7508,,R0,2,1," 	36,990 ",43,WALKER STREET,10013,
1001937509,1,193,7509,,R0,2,1," 	34,587 ",51,WALKER STREET,10013,
1001937511,1,193,7511,,R0,2,1," 	31,962 ",60,WHITE STREET,10013,
1001937512,1,193,7512,,R0,2,1," 	32,602 ",66,WHITE STREET,10013,
1001940032,1,194,32,,D6,2B,1," 	29,158 ",60,LISPENARD STREET,10013,
1001940042,1,194,42,,O4,4,1," 	230,139 ",60,WALKER STREET,10013,
1001947501,1,194,7501,,R0,2,1," 	30,953 ",48,WALKER STREET,10013,
1001947507,1,194,7507,,R0,2,1," 	28,348 ",46,LISPENARD STREET,10013,
1001947508,1,194,7508,,R0,2,1," 	29,124 ",52,LISPENARD STREET,10013,
1001950001,1,195,1,,K4,4,1," 	27,265 ",380,BROADWAY,10013,
1001950002,1,195,2,,O5,4,1," 	43,300 ",384,BROADWAY,10013,
1001950006,1,195,6,,O5,4,1," 	25,340 ",394,BROADWAY,10013,
1001950007,1,195,7,,H2,4,1," 	61,219 ",396,BROADWAY,10013,
1001950009,1,195,9,,O2,4,1," 	26,242 ",79,WALKER STREET,10013,
1001950017,1,195,17,,O6,4,1," 	55,400 ",91,WALKER STREET,10013,
1001950027,1,195,27,,D1,2,1," 	46,900 ",84,WHITE STREET,10013,
1001950030,1,195,30,,K4,4,1," 	38,890 ",80,WHITE STREET,10013,
1001960005,1,196,5,,O5,4,1," 	56,210 ",408,BROADWAY,10013,
1001960009,1,196,9,,H3,4,1," 	31,214 ",416,BROADWAY,10013,
1001960013,1,196,13,,O2,4,1," 	26,000 ",268,CANAL STREET,10013,
1001960021,1,196,21,,O5,4,1," 	42,500 ",254,CANAL STREET,10013,
1001960022,1,196,22,,O6,4,1," 	36,894 ",92,WALKER STREET,10013,
1001960024,1,196,24,,HR,4,1," 	27,872 ",88,WALKER STREET,10013,
1001960029,1,196,29,,K4,4,1," 	41,200 ",78,WALKER STREET,10013,
1001960031,1,196,31,,F1,4,1," 	30,000 ",72,WALKER STREET,10013,
1001970007,1,197,7,,O6,4,1," 	56,700 ",101,LAFAYETTE STREET,10013,
1001970017,1,197,17,,O3,4,1," 	41,000 ",133,CENTRE STREET,10013,
1001977502,1,197,7502,,R0,2,1," 	127,879 ",139,CENTRE STREET,10013,
1001980001,1,198,1,,Y3,4,1," 	236,142 ",120,WHITE STREET,10013,
1001980030,1,198,30,,O6,4,1," 	28,222 ",224,CANAL STREET,10013,
1001980126,1,198,126,,D7,2,1," 	99,270 ",125,WALKER STREET,10013,
1001990034,1,199,34,,D7,2,1," 	30,582 ",106,BAYARD STREET,10013,
1001997501,1,199,7501,,R0,2,1," 	43,326 ",210,CANAL STREET,10013,
1002000001,1,200,1,,P9,4,1," 	41,358 ",70,MULBERRY STREET,10013,
1002007501,1,200,7501,,R0,2,1," 	32,567 ",198,CANAL STREET,10013,
1002007502,1,200,7502,,R0,2,1," 	50,089 ",202,CANAL STREET,10013,
1002010004,1,201,4,,P5,4,1," 	49,638 ",60,MOTT STREET,10013,
1002010018,1,201,18,,O5,4,1," 	39,224 ",164,CANAL STREET,10013,
1002017501,1,201,7501,,R0,2,1," 	37,637 ",13,ELIZABETH STREET,10013,
1002020023,1,202,23,,H9,4,2," 	148,852 ",50,BOWERY,10013,
1002020025,1,202,25,,K4,4,1," 	47,500 ",46,BOWERY,10013,
1002027501,1,202,7501,,R0,2,1," 	235,963 ",2,ELIZABETH STREET,10013,
1002030005,1,203,5,,G1,4,1," 	28,875 ",44,ELIZABETH STREET,10013,
1002030017,1,203,17,,HR,4,1," 	31,000 ",140,HESTER STREET,10013,
1002030021,1,203,21,,O5,4,1," 	28,866 ",80,BOWERY,10013,
1002030026,1,203,26,,O5,4,1," 	28,500 ",70,BOWERY,10013,
1002030031,1,203,31,,K4,4,1," 	27,109 ",64,BOWERY,10013,
1002040001,1,204,1,,O5,4,1," 	42,000 ",94,MOTT STREET,10013,
1002040016,1,204,16,,Z4,4,1," 	46,000 ",59,ELIZABETH STREET,10013,
1002040022,1,204,22,,K4,4,1," 	25,200 ",49,ELIZABETH STREET,10013,
1002040024,1,204,24,,O6,4,1," 	45,700 ",41,ELIZABETH STREET,10013,
1002047501,1,204,7501,,R0,2,1," 	104,865 ",158,HESTER STREET,10013,
1002047502,1,204,7502,,R0,2,1," 	28,505 ",53,ELIZABETH STREET,10013,
1002050008,1,205,8,,D7,2,1," 	28,474 ",114,MULBERRY STREET,10013,
1002050030,1,205,30,,O2,4,1," 	33,000 ",185,CANAL STREET,10013,
1002057501,1,205,7501,,R0,2,1," 	33,015 ",103,MOTT STREET,10013,
1002067501,1,206,7501,,R0,2,1," 	62,567 ",123,BAXTER STREET,10013,
1002070001,1,207,1,,O5,4,1," 	43,942 ",235,CANAL STREET,10013,
1002070017,1,207,17,,O6,4,1," 	40,500 ",118,BAXTER STREET,10013,
1002070020,1,207,20,,O5,4,1," 	33,000 ",114,BAXTER STREET,10013,
1002080019,1,208,19,,O5,4,1," 	42,544 ",239,CANAL STREET,10013,
1002087501,1,208,7501,,R0,2,1," 	75,528 ",129,LAFAYETTE STREET,10013,
1002090001,1,209,1,,K4,4,1," 	29,343 ",277,CANAL STREET,10013,
1002090005,1,209,5,,O5,4,1," 	42,000 ",428,BROADWAY,10013,
1002090019,1,209,19,,HB,4,1," 	112,900 ",138,LAFAYETTE STREET,10013,
1002090028,1,209,28,,O5,4,1," 	103,047 ",261,CANAL STREET,10013,
1002090034,1,209,34,,O5,4,1," 	29,956 ",273,CANAL STREET,10013,
1002097501,1,209,7501,,R0,2,1," 	26,000 ",424,BROADWAY,10013,
1002100026,1,210,26,,D4,2,1," 	37,400 ",45,LISPENARD STREET,10013,
1002107501,1,210,7501,,R0,2,1," 	37,099 ",332,CANAL STREET,10013,
1002110018,1,211,18,,O5,4,1," 	29,706 ",285,WEST BROADWAY,10013,
1002110029,1,211,29,,H1,4,1," 	160,545 ",370,CANAL STREET,10013,
1002120018,1,212,18,,O6,4,1," 	97,814 ",52,VARICK STREET,10013,
1002120045,1,212,45,,H3,4,1," 	65,283 ",2,YORK STREET,10013,
1002127501,1,212,7501,,R0,2,1," 	136,714 ",260,WEST BROADWAY,10013,
1002127503,1,212,7503,,R0,2,1," 	90,918 ",1,YORK STREET,10013,
1002127504,1,212,7504,,R0,2,1," 	278,746 ",50,VARICK STREET,10013,
1002127505,1,212,7505,,R0,2,1," 	113,714 ",11,BEACH STREET,10013,
1002140001,1,214,1,,W1,4,1," 	30,000 ",53,BEACH STREET,10013,
1002147502,1,214,7502,,R0,2,1," 	136,472 ",145,HUDSON STREET,10013,
1002147503,1,214,7503,,R0,2,4," 	109,382 ",7,HUBERT STREET,10013,
1002147504,1,214,7504,,R0,2,1," 	50,770 ",407,GREENWICH STREET,10013,
1002157501,1,215,7501,,R0,2,1," 	29,453 ",153,HUDSON STREET,10013,
1002157502,1,215,7502,,R0,2,1," 	58,015 ",161,HUDSON STREET,10013,
1002157504,1,215,7504,,R0,2,1," 	177,414 ",415,GREENWICH STREET,10013,
1002157505,1,215,7505,,R0,2,1," 	64,471 ",157,HUDSON STREET,10013,
1002160001,1,216,1,,O4,4,1," 	2,354,289 ",388,GREENWICH STREET,10013,
1002177501,1,217,7501,,R0,2,1," 	100,984 ",79,LAIGHT STREET,10013,
1002177502,1,217,7502,,R0,2,1," 	37,672 ",408,GREENWICH STREET,10013,
1002177503,1,217,7503,,R0,2,1," 	313,991 ",250,WEST STREET,10013,
1002177504,1,217,7504,,R0,2,1," 	114,622 ",71,LAIGHT STREET,10013,
1002180002,1,218,2,,D4,2C,1," 	28,016 ",74,LAIGHT STREET,10013,
1002180008,1,218,8,,D4,2C,1," 	27,743 ",434,GREENWICH STREET,10013,
1002180024,1,218,24,,D5,2,1," 	61,250 ",260,WEST STREET,10013,
1002187501,1,218,7501,,R0,2,1," 	194,486 ",92,LAIGHT STREET,10013,
1002187504,1,218,7504,,R0,2,1," 	55,649 ",415,WASHINGTON STREET,10013,
1002190004,1,219,4,,O2,4,1," 	29,500 ",54,LAIGHT STREET,10013,
1002190026,1,219,26,,D0,2,1," 	30,000 ",165,HUDSON STREET,10013,
1002197501,1,219,7501,,R0,2,1," 	103,279 ",429,GREENWICH STREET,10013,
1002197504,1,219,7504,,R0,2,1," 	67,144 ",169,HUDSON STREET,10013,
1002197505,1,219,7505,,R0,2,1," 	34,665 ",31,VESTRY STREET,10013,
1002200026,1,220,26,,D0,2C,1," 	25,300 ",34,LAIGHT STREET,10013,
1002200027,1,220,27,,D1,2,1," 	26,712 ",36,LAIGHT STREET,10013,
1002200031,1,220,31,,O5,4,1," 	51,750 ",174,HUDSON STREET,10013,
1002207502,1,220,7502,,R0,2,1," 	101,560 ",28,LAIGHT STREET,10013,
1002207503,1,220,7503,,R0,2,1," 	61,717 ",38,LAIGHT STREET,10013,
1002210030,1,221,30,,O6,4,1," 	328,415 ",200,HUDSON STREET,10013,
1002210035,1,221,35,,O6,4,1," 	45,136 ",12,VESTRY STREET,10013,
1002227501,1,222,7501,,R0,2,1," 	74,867 ",28,VESTRY STREET,10013,
1002227502,1,222,7502,,R0,2,1," 	88,496 ",195,HUDSON STREET,10013,
1002227503,1,222,7503,,R0,2,1," 	261,896 ",443,GREENWICH STREET,10013,
1002230013,1,223,13,,D7,2,1," 	51,979 ",440,WASHINGTON STREET,10013,
1002230021,1,223,21,,D0,2C,1," 	44,400 ",427,WASHINGTON STREET,10013,
1002237502,1,223,7502,,R0,2,1," 	225,029 ",70,VESTRY STREET,10013,
1002240001,1,224,1,,D8,2,1," 	305,542 ",450,WASHINGTON STREET,10013,
1002240024,1,224,24,,D0,2C,1," 	29,600 ",451,WASHINGTON STREET,10013,
1002240032,1,224,32,,H1,4,1," 	81,782 ",454,GREENWICH STREET,10013,
1002250008,1,225,8,,O6,4,1," 	321,641 ",205,HUDSON STREET,10013,
1002257501,1,225,7501,,R0,2,1," 	82,548 ",465,GREENWICH STREET,10013,
1002257502,1,225,7502,,R0,2,1," 	27,798 ",16,DESBROSSES STREET,10013,
1002260001,1,226,1,,O6,4,1," 	1,000,746 ",431,CANAL STREET,10013,
1002270028,1,227,28,,HB,4,1," 	189,986 ",306,WEST BROADWAY,10013,
1002270052,1,227,52,,HB,4,1," 	55,479 ",27,GRAND STREET,10013,
1002287502,1,228,7502,,R0,2,2," 	170,548 ",311,WEST BROADWAY,10013,
1002287503,1,228,7503,,R0,2,1," 	47,904 ",27,WOOSTER STREET,10013,
1002287504,1,228,7504,,R0,2,2," 	54,930 ",325,WEST BROADWAY,10013,
